title,display_level,md5,sha256,beta_easy,beta_hard,alpha,has_data
アナログ横丁 [ハイレベルディレイ群星],st5,bf77d0819c8c24162d2c7ba62444a6dc,0f3591be9ff249bf21c9d79674b2ad3a87a2b205e609a24b86d0633c1b3d684e,0.919,1.601,4.930,True
suffruti [ZOI],sl4,bfc85e0964ffca13a5162543df1563f3,6a698dfe00422e753eb124b2644f65e08b35a1197f1964379cac8a6a33243c0f,0.005,0.302,8.058,True
Little Wizard [Kerother],st3,bfed975d0e59f84a3d36a4c36ccfccaf,587dc29d6a1264998f62e03100b9612ebcf889366ac2cefe2656f8324fad92f0,0.867,1.264,8.594,True
Singing of Night birds [SKY],sl7,c00300d042dd1c5b145f02106c81cb20,6a65a59e00c3cef7edb15bebd0e5bf9e1d67c1fdfd4e408db0a30f4e7cce1891,0.254,0.527,9.935,True
堕楽の園 [HYPER],sl0,c03142a484c33634cad33a38f5fbea9b,01cf9f1be77b9714f779e6fa802a9c9f69cda101c0593b73b2e174a55e57bf5d,-0.427,0.090,4.360,True
We are the xxxx [Shelther],sl5,c07d08f3140366b0951b8528cee97e8d,510e311ae43ad3ca1d6687378dccc747af795146199096f94a08e5ead62cd73a,0.090,0.371,10.827,True
アジサイ -Xe-,sl12,c0c26f2d6d1cb83daefea3098a409cb7,4065d3f98e5bc506261608a653919c1ec0170c2b5603bd5e1ae18f45294425e5,0.477,0.778,13.366,True
ふたりの-><-シグナル [BLOOMING DAYS],st4,c0d76829574527e8524cf638926dcde6,2d8792e30eaed5100ba747716f8f41ae148e860eafeefe8f815b726958fcf771,0.867,1.654,5.651,True
Cinderella Cage -Trancecore Mix- [K],st3,c111732ec42fe2482b42479b8c8c4ae5,4c5dc2cb6c281d0631cdd18e062ba6a88dc4943b40efdf1f8ea604c9940d93c2,0.855,1.204,9.323,True
"rough [7key,Hyper+]",sl0,c120662343f4a211a71750d491cc56ac,923adc2b9efcfb1dc365d880fc215e5b7f7784bd62c26c5e5811fb0ef98825c5,-0.782,-0.141,5.861,True
ha＠ppy s＠mmer v＠c＠tion!! [Eb],sl8,c12683308c6abb86e8637bf0c914e780,b8ec4aba755ee0a9419c229903d1470a0c349e3fbc9f521284ac70556f2208d3,0.379,0.599,11.629,True
holy night celebration [White Christmas],sl1,c14fa03695eb0d8372414d85bb083fc1,79b60e1cd4f9c853753ce2ebc0f9e435cf7849cb07f475cb28438b6482ddf99b,-0.344,0.043,6.628,True
Central GRAY [Crazy],sl10,c16ad6046d2f0d5f65a66bbbba6aaaa8,756c5bf430dc5284695b3deaf9d9e821e3a832025f2b5f79bdad4c816f1d3795,0.330,0.654,9.064,True
"IoAV""inf""A Θ hgVoA [Eerie gazer]",st3,c172208f7e73625f6590e410ab40493b,f4db5e2ba9780255a17eb96713c35b8fb41cc4cc85526625767f6f039dfa1f90,0.979,1.265,8.498,True
サンシュート・シーサイド [HVY-NRG],sl8,c18e2c5a8d7d45e7a9b83afc97697c17,e31e7cf5668598fca682f2cddfb81d8b96857076914771393ba976313b119c80,0.438,0.589,12.065,True
Shore in the Rain [SP ANOTHER],sl2,c1a5b071d1c654750ef8d6d902274e43,6b9ff95aa95ad5fd8d33cf2e3e7d73a76daf810f29ec758e0af0d34bae0ebe3d,-0.179,0.220,7.349,True
Ceebu Yapp,sl12,c1a869dbb132dbfc87b87c220240276a,1b1c8e710bdadd132efbcf2f57c98e9e73ed3df6038fce5662f47f83f4f77410,0.421,0.733,14.337,True
その斯くも美しき紅に -IR-,st4,c1b55ce3bea1965441355f042aa85727,637c694f316e4f6b762c29c2ce9fe573414ddde153b2fc2f98e1107b8c2cf915,0.955,1.387,7.686,True
和鸞 [紅翼鳥],sl8,c1b9047c9f8bc75fae5a20edeb6dbddd,30a2db8e9691c9d910db1328edc736e8db1e5ea149d1d813ec43e7da8bcc2ce8,0.402,0.593,11.954,True
アズール リミックス -Eclipse-,st0,c1b9aa6ee6e21fcd2f8197496b623ce1,0cc107eef858bde22f56efd461b21a4458389dbd7bc8306f6b4df910acc7dc26,0.674,0.826,13.752,True
ハニエルのうた [EXTRA+],st1,c1bfd068faea54084166dfe126cd02a6,3ca9ac631dfe4f397e6888ade334b73fee6d4d97c7b24f8471cacb9048358c70,0.751,0.965,13.247,True
煉獄-Purgatorium- [INFELNO],st2,c1c4ebb3fb75ba4952366b0a67a3678a,d6e2780c75ad8fad9c0adaedcb0ce15d1134edeb44dedbe9235d6eeeaa743937,0.796,1.201,5.413,True
Stream Amalgamate [SP ANOTHER],sl0,c1e94d7f7bc7a6f140d70f2df8d27069,e8cbbbcd1d573dcb9906475c37ac30cbee23282589aa3ebf9b72b3f86a74a94c,-0.994,-0.201,5.210,True
SYNTHETICS,sl1,c2097acb3be7e946ee849e431d6e4380,64a89c3e260b9738f8c36c0156e3826f6429e7d4d8fc14ab26c3588a2403a2ea,-0.475,0.067,6.100,True
B e l i - R [ANOTHER],sl1,c211005b8889e007aaf1941e241a82ed,ea0e8acdd23e78a48af2a84ee56e16b5a591d3cdec76c76c93727e65d80bfc68,-0.297,0.087,6.180,True
ラストワード [Deflation world],sl11,c22797ce6e4476f0cdd06407cb4f7d94,a776064fe102354f0f6091199d2badc15d36877d702332f3e20dc05d374869c5,0.506,0.686,13.447,True
My Hardcore [Difficult],sl5,c2584057469480172479f0b166aff5fa,c14a634cae066d482bb76fea56648d7d0b7cdd2c42adb2ba558db6c8dfbf978a,0.158,0.471,7.838,True
eth剣 [Fusion Etude],sl12,c25af3598e0adbc5e4aade55ddb2019f,28ac1457b0a2e6c6a741113f549deac583e93fe544629669c514091e41c1690e,0.463,0.753,10.983,True
Chinese Tea -Re:O2ther-,sl3,c26bae73f146ea538b8a52966e68c36a,a9285b0d5a5ffc2a2da31fc49028be3ecea4b47be171f363707d32fe02ed4156,0.120,0.338,7.523,True
神様の恋心 [KANITHER],sl11,c2a1e4e5727f42a0222f3553f6839502,560731e0e5a1441e62d9606a639d102ace8d1376b31c5206dee89dc078005371,0.407,0.661,11.644,True
硬核機動 -Assault 01-,sl12,c2b6dfa3ff970186fc81a074cd193d1d,8bb96d346939ef16b85ab528116faa50285e80254f3a4cc71a81c344712891ed,0.558,0.730,12.701,True
The ArcticLight [M],st1,c2cd4166bda5fc98d9f2a8fc5e2533f0,375440da65331fbc0c5072372fb60dfcbb88ffbae035defc1ac5a1255a68f22f,0.730,0.886,13.981,True
Maxi -Heaven-,st1,c2e66ac48edd8cf40116bfbad0097ae6,6e0f0dc7dcdd59baee341beb98eb8173374d171ad55f4ca1eb9aaf3b74081ae9,0.689,0.914,12.658,True
宵桜回廊 [ANOTHER],sl3,c2e9f264f4a7ef918a92b92b6a8daeef,4aabad623fae57ee639d4af360570661a630903519c07dccf68e992f4af18ea9,-0.127,0.258,7.416,True
Colorful Days♪ [Colour My Sky],sl1,c310b138f0b4eb386347c222258ef944,df4a26237cdf5e9d477c7813dd3088eb14382cdf54ceb9f27ac1487db49eb6f5,-0.297,0.089,8.127,True
gazer [Another++],sl2,c31f8e86f26affb6a6de3f4136919a62,c8f7ccf6a49590418cf13f3cfb1a9e61cdb81a59fca6d790f3d6732b2b69b07b,-0.172,0.131,6.794,True
Out of the System [for some reason],sl11,c329d494bded6ae4be2b000d29c804a3,9afd7a4fe3dd16acf2d60aeaf7a2492c2d496c54d09e64165804c7644e939f76,0.554,0.728,16.245,True
Ten Desires. [Hexagon],st2,c3462e8d54615eb2676169e49c021dc6,8b907f4bb28bf6ae69b2ef0b32e4c8b43b82e12803760a589aa3ffa5b7686602,0.792,1.067,8.682,True
Signal Stars [Radiance Ark],sl1,c34c4fd1d26168568b79565ffbe4a1b9,8f16dd599a88ea34aad004959669d1933d8859f8878414c5ed2d080cc9cb1a38,-0.552,0.031,5.931,True
Rainy [雨],sl5,c39ac8cf82d1bc55fe36863f09569838,5568cbddff520e8fd429894f81ca82544796a170360575796938e50b4569b0e5,0.246,0.451,8.528,True
adabana [HEARTFUL],st2,c3c99394db35ed28295a589bafebbf5e,a1b440fc381438d3df018e4195920c2053f7c52855830ad1648ea55940920d91,0.655,0.943,9.355,True
新 疫病打令 (The New BOFXVID-19 Anthem),st5,c3cfad8c0f1b1f6e31eb382b6dd52d82,370d94d9c0ad97c0900581e0d925da4c623d94da81149ea15e758e6e727145a5,1.218,1.659,6.966,True
Angel Of Darkness -2016ReEdit- [for some reason],st1,c3ed78076de7b030a429289790119c0d,72bc98510619beafb54fa34c16b2543d3112cb75b653c3a9dc9c3b21903c9044,0.766,1.004,13.331,True
Love Blood [BLOODY],sl11,c431cc653778a749320ed146c7981567,21dd23748982f6c61917c766282b8f89f9115564de426026c8ecd8063e3f9466,0.450,0.708,10.849,True
ヒメタイプ [Excelsior_Fix],st1,c4881e70dfc2f65aca4e07d813425e4d,c9156c8b2e87f2c4437da736882b7204c8f68f07c4c71036fd4d35adcc3f5505,0.741,0.908,14.588,True
自強號 [EMU100],st0,c4b62a6d7df4ac215fee55e11c9a9b7f,1a5b7ebd30cff20deeb41dfc33ce186e1f2cd0137a8b9d15def8111907dd337d,0.656,0.829,13.059,True
WHIRLWIND [EXTRA],sl7,c4bb75ec414177e4c1d9f5bafae4cca2,a8c664e28919904687b48443034744dfeab1b5bff96657db9415db0ef5a23f96,0.309,0.521,8.912,True
Removal [ANOTHER],sl0,c4c1e31a6acce5118cc95b7e3de29601,68e5ef6331b7376502efd8ac406b0a99b4ac9443776645d2a24ad9ae24f82a22,-0.459,0.022,6.595,True
Pursuit Of Outer Space [Meteor],st5,c4f24d1d43310a0039ecafea845efea6,6b74ddbf2ca5a84385f46df00998d84e4bd1b00b5dacaca07f02f147f2b1d313,1.030,1.658,6.454,True
冬星センチメンタル [AVALANCHE],sl1,c4fb56811b0bf7c0b6f2635deaaf9416,4ffcca32586f0fc15b9b565e235f7aea64b27192afe65bb767643e1d3d7e26cf,-0.269,0.181,6.468,True
S.Q.4.D.,st4,c50917f41ef776188f0269304af29692,f159c96720d878ba665bf713078ee6558fb656b5301d76fe67e684ef79e33e4c,1.099,1.545,7.314,True
BEYOND [Duality],sl9,c52b7002276bbb7c5ca2f437aa326ac0,bb77af224e27ae402739d73ca3b649bc30cd86628eea4b3be7a1bec19bfcf1f5,0.326,0.607,10.434,True
喋喋喃喃 [MiKather],sl1,c52bae75afe5e437119e6f0e07d869c6,4503b1e5b2d08b619294528b2611b045daf811352fc7c777f1372eb3769cb0df,-0.410,0.103,7.874,True
平衡世界 Parallel World [HARDEST],sl7,c565d6dbf6346e6a28277742ecd9d60c,fd509277f2ccdcf85d42799a4003722ae23da64ae0ec08d3dfd07f5095e1d831,0.350,0.502,10.836,True
INLINE [7k Insane],sl1,c568cbfbf8f5595a1f7bc73549c64f59,ced5bd6a71bc522e92be17a9edb4e22152e3834f0a16dbab51e905c6d78a4ab5,-0.330,0.106,7.100,True
Kanon's Fantasia -Flower Forest- [ver.翠],sl4,c56c046eb75eee143e825ac045208f5a,71e1ee735ac5fb36384cf2046507d741d7b63da3bb5846fc8e0890ac4d142bcd,-0.124,0.314,9.704,True
夏の空、少女のアポリオン [Acrux],sl2,c578b9ad9269c8d6a140f703f39e2c9b,2f149dd01f8a3773b9d0827a84a3bfe056dad38e41b92a491b2508c82b28eaf3,-0.668,0.000,3.655,True
R-B-H-N! [Insane],sl1,c57c2d5b984c9ea0a133a107326fcf31,ccb5a566f6fd081b522a95015317825709484925c2d7839d9f5eae7ce36538f3,-0.374,0.151,6.821,True
purification [SP ANOTHER],sl0,c5dd072fc62cf19c4b675d9af8bc940e,a3d0d91a9f0689e5d7d62d6148f2ac3debd7c06e62509830cc2c22b80190da3a,-1.015,-0.142,4.216,True
Luminaria [ANOTHER7],sl2,c660ba7698940e75a9ff45af488cc2e0,ea4cacf7cdc9ad6fa9af10db60bc1314778f1e610154621d61c2303b581a0116,-0.248,0.209,6.424,True
空跳ぶ少女 [JUMPER(Lanother)],sl2,c67d87fd87b7ed99746fd42bb8675945,954bf2a4cd2919b21876510d470ef65f7aeee89668077870e0c682e4033b9c3f,-0.052,0.259,7.111,True
Ops:Limone [SP INSANE],sl11,c6a12d652b985b56dddf9dd9ec90a2da,c7e5d725deb070856e042fabac23605bdc52d4193c10de5d689a2d828632073f,0.520,0.785,11.127,True
Start over agaIn (BMS Edit) [Insane],sl3,c6a71d3a6d1311146aeff1b371c8fc19,6d29aac4a89422b78d6c0fbe2be18c82bcda6db63d3f9c65b1844e6d107518a9,0.050,0.355,6.722,True
B e l i - R [rebellion],sl7,c6b9bfcef0215b51317cebc4a4520d9c,bd9c26de88899ed55403b0d5f3c3c3e1f2df838f47f454072c8e21f5175f0b8d,0.224,0.484,10.098,True
Lepontinia -THE LAST PLANET-,sl9,c6db5f8d4d492abcafb59c7ed1653dec,7717ea8e919af8589e198d63cb24d9922aa3315788aecf6e2390b74aa665e628,0.284,0.560,12.330,True
After Burner [SKY HIGH],sl11,c6e40998c81fbf3ae79484adc8975280,92c86b4a43ee309fe9249eb88c1ee00b04d43ecebaa55fd949059f05008277c2,0.469,0.758,10.204,True
◆ B a r o q u e ◆ －Reincarnation－,sl3,c6eb34cad636b0ff143004f77e39f9ed,cce3b4c7afeb793cce536f3e9dcd57d45c48486af94cdd6271790762d5556214,-0.054,0.265,7.817,True
樟葉 [Anthem],sl1,c71289ba15288c25ecb87fb77e7d7850,e4b9065f7afb049d6b537979b9b2cd7f3066d04466a7bbc86f6ccbd35eea4145,-0.243,0.117,7.547,True
オトゲラヴ！ [フルプライス],st5,c73c2066207c940da3a94e5f32419287,a0d947d2ceac3bf56b0416198c93da8aead7fdd0ba623c944c453d91ad358c8e,1.116,1.801,4.938,True
Hard Spice [激辛],st0,c73e8a7fe1b879c4aa8802982a7c9604,c13663c0863d55b21e9096caed279ed2d84d8b446d3b8d13dc406fabc0e42a37,0.557,0.931,8.801,True
Dai-katsugeki(AMAZE Remix) [7ANOTHER],sl0,c74942da2bb8599f726f10a6c8fd67a5,1b171d2fe2d7eac55e2529d185061e882347e2af3a1cc59779412067d343b947,-0.796,-0.083,4.455,True
Hifumi Daisuki - ahaha remix [PEROPER],sl2,c7721ee73112d9b6dd2772f6de27630a,c3f96e927a108d5971e98119afbf7b861fea686a61585bfcc995bb3a6df41570,-0.407,0.146,4.981,True
Doppelganger [Eb],sl7,c778712db728ca7e88b9ba3cf1836479,04791f5f47dba032a4635db2850363897b2cb851a83359972b0301fc496fc8b8,0.272,0.515,10.224,True
なんかたのしいことないかな -Hopeless-,sl12,c7840e6e47d41f833771d6392ada364d,2a1eba0a248d80c5abedb5eece021a38c3f92d20fabd239c68da84771ea7cd3e,0.568,0.769,16.008,True
E.V.E [BLACK ANOTHER],sl7,c796981a56a6ee41e6cb19abc71a192b,86b2d266a5d82edc0f8512c4762ee7c878c4e0b70d5a28ee9bb99fb5c7f7fa20,0.220,0.510,10.408,True
Trinity [DELAYMASTER],sl11,c7bbb20702438642af7a04677f68da54,31bd69b943b38037ab2cc42be00ba91cdd5664438d1ab2c7496a47d6460eb75e,0.515,0.657,11.124,True
Regain [///],st5,c7bfe0504b2e103f156a1d6e4c113efb,3c87e11179bbbb9a04d2f3b39620245a23eb16336926daf9d0ccfb2444d27154,0.788,1.598,5.278,True
Defeat awaken battle ship (SP AWAKEN),sl10,c7c5bc4ea5f507bb96aa2d2518efb385,d1cf6b5ee1354523148bd46bf14de921a6c9859f3bd1c1423d2d8c16ccd3d65f,0.424,0.670,10.614,True
summerghost -dawn-,sl3,c7c7b226226b6b00dfa7206b009b8b29,5ab91e484e32d49c1a333f24253bbca03a27c8d347f5fc70b9cde2ee12c30be8,-0.113,0.274,10.391,True
denebora (EX),st5,c7d57d3728131508a83b85d2afa5ca83,589004056962432f3907494f7d7715d541558100770d7e2ac356db1768958c3a,1.107,1.529,7.819,True
fuga (普通 Version),sl7,c7e6dba38ba3618ea22e508917596716,4d0f931f5e3b8aa9c0f8ef40b3cd7897639256fc586665485677f331969a91fb,0.322,0.498,9.823,True
Taken The First Step -CRYSTAL Edit- [yumether],st0,c7e70ebf1632e663996b35118c160c8e,7e598f1455a24c502d89547d5d919e2942ed14f4fa76aa9db8a4738db1db0f1e,0.567,0.831,14.915,True
ドキッ！けふぃーとひ・み・つｖのサッカータイム☆☆ニャホニャホしても、いいんですよ･･･？　 ～KEFIFAワールドカップ編 We love 汚滝健太郎～,sl12,c7f384d33fd08da0fda97112354a834c,4db002099cdf389df64e85e80ea280767ab48b44408cc5a8f58138fa4219df87,0.420,0.804,7.790,True
Anima Mundi -Incipiens Finis- [EX],st2,c7fb88a21280b2d0de8f477036f43225,24e0db8aafc3f7a1dffe47d9e67204d793f68201c500db7115f242289b6f1a51,0.867,1.227,6.382,True
Blood Castle -Bloody-,sl0,c80b46aad4650d02933ca4af53a0b010,87be870762fb0ed832dc5ccf842ce33e8019564d35e904ec3d4a497663546c20,-0.552,-0.079,5.677,True
Grimoire Judgment -Luna-,st0,c840aab0e204e69392b77840f0e42583,f016442bb60490aaf5d93d9eeed6e898f39b6188cce5846715f7d6b763fe38bb,0.601,0.857,16.246,True
Schwerkraft [colo],st1,c860e0945c84ead43e3c348b5a7438ce,41c91758f2c2e4b21dc922d8ce0e30377f04890aef5bb7f847981198109417b2,0.598,1.005,6.434,True
Airetsiw [BlackAnother],sl0,c86923afc764b887b6e8c649146a7d98,e0e7fd97b42178c2fbcb69754cebcd3e0fd1b5d24ba5b9716ca9341931a7be70,-0.806,-0.121,4.704,True
H∀TE [ANOTHER 2000Notes],sl3,c86939d03711c8361a9298133bf768ae,6975921890e844ed4d5137f63cf39dc1f60144396ff78ea68f7d798ba48c4dbc,0.123,0.337,8.369,True
Cyclone-Joker 【M4X1MUM-DЯ1V3】,sl3,c88e57f308cba2574e37e6ee0440f0e7,1e5e3e17de67a86625cfe80283ab58c6d888693e072b60b3e2504930776e8470,0.062,0.298,9.007,True
ビミョーなPOSITION (Mince-Saw Zoo of Cocaine Bootleg),sl10,c8b4aadd39574ba1f09e983d574859bf,917eafbaaa6a2d3ca17dce66217377cd982458dca44956171405ba8018309bde,0.379,0.602,10.607,True
disperagioia [†],sl10,c8b995f79cbfded6a80d830148fa0626,c0e088fbf813002446a3e10c8470072306f012994ca41233a3002ae375203c86,0.487,0.692,11.614,True
Plasma Sphere (SP kusofumen),st3,c8d3f577205dd8d30158fb0b9686baa8,d3f7928160d2e9a4dfade58797cc361ab64716703798fb91724789a8fa4dcdeb,0.778,1.225,9.742,True
豪華絢爛少女 [SP Another],sl2,c8e4b980b651241527addb85e7abe3dd,f9a38323bccdbc2e701286bb3db282a9e31b34e7436f883197a983d99913746e,-0.070,0.241,5.924,True
Black or White [KANITHER],st0,c8e5a63d16a07b4df9ef7d87be6cfe08,c3f33e2d1df63a31bc9947f62e4c7eecac7bb437591d25bea9f372b4ccbc4b35,0.612,0.828,14.101,True
BIG LOVE [HEARTFUL],st3,c8f94305dd353be85579d3b8b4e377d4,64ab00614953adecaa74cffd806f20e09bd3d134eec1a0d146add0c17565c2e3,0.672,1.319,5.026,True
自強號 -到衛星-,sl0,c904c416b6e5cc133a84a0f80b38f5c3,c6bf02c779ec7ceff610072132635157e0d89e6e20b4d73f26aa283b4ecf314f,-0.461,-0.046,5.655,True
unrequited love (初夏),sl2,c90b1e32a59887a26bb8b022f26adf8a,e139b66a1aa095cb0c40af8ff0cdca3b6ea3d85c2a1599b9265f49ae2932e479,-0.266,0.091,4.208,True
Re:End of a Dream [terminus],st3,c933fc6cfe5a1e5f2ebfb6ba47e088ea,dccf8d1a3dc18441d6b19bb760f5dd68fbd41282b20f69badd01b2c3ee5bc331,0.862,1.364,6.973,True
Radio Girl [Hexagon],st2,c934c1f6398e334aa63f4494882bff9b,a15e588a2c73a336f5ad96302028f75ba8a41df7f8e9dc8e2a2c632f38c8969f,0.787,0.968,9.755,True
Musica de Aves [windmill],sl4,c962ec11100d6174dbbe8ef052315dac,92add8c7e23ae4182f7778100600133d06ef42af4d31b5df65b2c7c0a93aa586,-0.046,0.288,12.560,True
αMe:TRiC -Another-,sl2,c96baabe8d2c62f14ddf75ac18c454bb,bb443a6c00be20590f9b88873ddc7b9583868017cef0d3124d1dd16f80d91088,0.009,0.297,8.190,True
Materialize Anything [Almighty],sl7,c97ede50df0bcc166b91c8d62eea284f,639f03b148c258c5378c5a1112fc8c14cf8fa30aba34639e7d6999bc032a449d,0.309,0.505,10.998,True
Total Eclipse of the Sun -Howling-,sl6,c982becdce32626a23083d798b02ede1,d32ceb16323a49fa4655552c42d485f5369063cd5ca1094ee7785dfac5211e4e,0.212,0.447,7.773,True
キユビック,sl3,c9a4b05532d3ca8c765f6489b6cc25eb,a5b853f5675b9863364a513df13b047683d332f6d7188a31322be71d26d62f76,0.040,0.370,5.295,True
Strawberry Mint Chocolate [Marble],sl9,c9c4444fbb502cfdb750dd3ef30b52ea,02bcea57ead5bfa72dd44082400bc022c1d2109b7a524f0d58595d616e6d731c,0.432,0.662,6.825,True
"SAVE The World -starlight,more Colors- [You've Come Far...]",sl11,c9cee7883f1ddd5cf6a1188e8e607a50,fd60e7ff1e5d6d80d485b8e92d425995fafb49e60d74bc4001153ebbcc3ce6a2,0.552,0.747,12.435,True
LIGHTNING STAIRWAY [SPIRAL++],sl11,c9d0d8001a2ad32ddbc086b793c5af78,03c5127bd5ca8441dc28aaf8f0dd3c9066144db42c964e0732b3c485298f8a8d,0.469,0.721,14.267,True
techいも [7K INSANE],sl5,c9dd3025d7df7f8730201dc46051c32a,89b50ec4137425da1f1a69643bf000f86a538d7fa7435e4837f9c2600bfa777b,-0.074,0.420,8.131,True
あのね、涙は。 [凛],st3,c9f44a0d9e15f2f4f72dd99a75d0ee3b,f0f7a3904f63b7aace0ac27f0b0289884ff41f08d4a08a63d39a1fcf9b412c1f,0.836,1.103,10.459,True
NightTheater [FishLife],st3,c9ffe8fa9d5000b3f5a734216487270c,3414b03a066293e5f5b094a087cafee5fbe0c3e246f9df570a41f937859d72f7,0.748,1.139,7.892,True
平行世界のテスタメント,sl1,ca0365a718019d0eac675dee02ee0264,77036f6328b114043525680009464834b8baf4d70c041e9e126442d932405d4e,-0.222,0.099,7.409,True
Empress of Raizze [Plus],st1,ca2777108cd622898cbb4a3daf01ae0a,3f9e10566904540f8609c0b387939bb45a8b6f2d539adea2792b1c108b1d966b,0.709,0.903,10.169,True
Midnight Flux [Night Sky],st4,ca302b07ae249b6c2ddaff06f403fc43,f9f68813390c004f7e223d2280b6aefd7b524c417e881c548207224dbf05d294,0.991,1.483,6.336,True
corneal -Corrupted Nature-,st4,ca490a947d45147ffea27c63f5ae1665,951088e1b3781b60eb24a89eb8600a2068d632261a31ec945ef95a89deb30e0c,0.963,1.400,5.655,True
Gecko [Japonicus],st5,ca4e55f005bbc1057c69cf3b6b0ccfbe,4b0ae063e5d90f41155e85fa1815b0aff080e8443b8a88b9145aa790fed971e7,1.102,1.738,4.915,True
Horizon of Eternity,sl5,caa803a5156405d0ede822d165bd91a6,f5b8ae81083bad3560e4e1127a743eccec6b94c92d49ca69461cb159e1c41159,0.128,0.436,9.655,True
オトゲラヴ！ [男の娘ラヴ！],sl6,cab2ba456434dfa111b4acb76a391496,2a76e7941f4e0f38b091a316fdccc5d7f264aefb57046d8f5b2690099027f31a,0.287,0.479,10.564,True
Seize the Day (inst ver.) [SP INSANE],sl1,cac5388ceda6ba492d87beece30f28f1,936d254ad2513ac84ec9103a6527dcfe7ce65d9a2299058d885d0d80f0a5c1b5,-0.521,0.034,5.900,True
Calamity Fortune [SERPENT],st0,cada54582f85645b79b99e38298fbb4b,f4c1113a2f8a6842c516767733bef6844f8142c5c8e96bfc885b325a0fe114c2,0.648,0.907,10.421,True
Altros -VIRTUAL REALITY-,sl5,cb0df340f38adb86fbb2e20648d11045,d7fdc4d2774b96fe296ab1d025e7b6b8d7dc26ac430b1faf46f2615cace08245,0.255,0.423,11.249,True
Scene Scrambling [Another],sl2,cb28d3696c27fc8795c8753f649d6f46,1380ae463394e50e1d48f53fee9ed7a3f5d7b5d988252d8a0b35588dd4bfbc13,-0.029,0.236,8.333,True
Midnight Flux,sl4,cb7b3d08326adaf0e9bee65de5353dda,143d4ecaa9fe8023e2c49944cbbd5bed49fd7720791c68719ce75cf797fd6a18,0.047,0.339,9.377,True
More Selfish [Social Distancing],sl11,cb8de500653a3c8259966d635774827c,2fbd4e17b87c99c645e370e0a9a1b43aac08ac2175a2d226ce7a6691eb6d6c44,0.504,0.696,14.472,True
dimension wanderer [ZOI],sl6,cbad68665993c552b9f5d30a5af3ea19,442ea0860f69e118b60dd4f745dc2204db40e48fbb5b893a3eb1cd19cc170787,0.205,0.438,11.307,True
Time files [GOD],st3,cbd09eb559169246ba03cbda820c48ef,5c2d5426e764c8c84531293af6b525275eda2572a3c3262ddf13025da1e63613,0.680,1.155,8.251,True
白き星姫-Принцесса белая звезда- [декабристов],sl5,cbd93fbc5c7272714e90bb46f82ee575,65a60ad48f0ec63e73249ef2cd23505411a4eaec9ae01647fc90af3ec98b9eec,0.273,0.428,10.807,True
EXORCIST -Despair-,sl11,cbe27738203801f966d70ed83a83c159,ee307a26b5fd23c70c1194e791a878644309692f1eaf2618ff974a3b43a8408a,0.495,0.755,14.028,True
E.V.E.R [ANOTHER],sl1,cbfc617047b86fc49ea515d34db588d5,aee8c66727d1af7b9b88fd655dde1771aabd13f0253db5a8bc7b449a85d1fb69,-0.003,0.286,6.696,True
SYNTHETICS [CYBERTIC ETUDE],sl11,cc1c4f40886d7ea1d32f867fb9ea2e20,6c445aad8d5d2f2b263a7320ea59fe193e601a0b087d5c2ede8eec4edd947c10,0.410,0.695,15.054,True
うらドラみたいにスカートめくるなっ！ [動くな!! イカサマかよ!!],st3,cc3950cec4bec9c5fd7c7d3f5f1fee75,b33a6b5875755a33e8d64d002e5b5510ee55c7272ab2bedb8b0f530ff85ba176,0.914,1.243,8.403,True
Icicle Stinger [反逆の月],st3,cc46defcf924610674964ebf4f7acaaa,a5215d9bec0f6f4ae5ec32ffe0cb2d6a9764bdf9666d10188cbafaddc66c76ca,0.805,1.122,10.073,True
Disco Balls -Genocide-,st1,cc49d9845cc9af02177308b20290e148,b7a5eec20cd092bad05758846fb0ce3d1c5807c93abb5acc83ad1555556bd624,0.618,0.925,9.381,True
自強號 [333],sl8,cc5abe2098468dda9baa63eeb7c39f31,92f08282dcf7a13ff7ad1d2220b2e2134eb43b16f39bdf0a73b24e39c157cabe,0.413,0.544,12.364,True
N - flat waves - [\],st4,cc9b4ab5f7b9f1bd87dbd5735f7fa48f,0dde61669fb9fc04a081406edbd01d442209060ae730a2e02e66186cd732d5b7,0.815,1.245,8.840,True
Retronika [Ekstrem],st1,ccacba9cc726f0502b25b0dbbbbbc403,33cf16c911ff62cf403eee2b3e6226beb3877d38b68bf68d8ddbad031867e003,0.828,1.000,14.365,True
la noche [Twilight],sl8,ccfdcc36587a671794168c76a8307cdf,575964dfb487eb0f5b560a57dcddb36762b3f3e1661e40c5de26c14a889202f5,0.288,0.551,11.478,True
銀の風邪,st3,cd04e5f97fff7b0fc1d3f3129c5c3b92,15626b51aff90254107d6f04795ba20e5eda780eec83f7238dbac6038b996f11,0.862,1.325,6.406,True
Χαρων [SP-A],sl1,cd13bab728eaf1f1563d61c30e795f83,e63cdae46cb6a89d65d64e784ff8eefb9eaddf21f7af2e877f6a6f7aa9962e8b,-0.117,0.226,5.972,True
SEKIDO [Catastrophe],st4,cd23bf9461293a207a045afbc92c333f,aae922715d62ab321d7b0097adef98b6031245867a8ba5599b87942cbdb6a322,0.905,1.490,6.076,True
Kafka [Epikos],st2,cd4160c25c6ec5a31364befc8aade475,4a7f639123508767317c19de34fd1eaa080ec01c04dd06e5154047fa0d533b13,0.876,1.108,6.792,True
